reservation_id,customer_id,nombre_cliente,email,pais,restaurant_id,date_id,channel_id,guests,total_spent,status
R1422,C1950,Jennifer Gomez,emilyhernandez@anderson-bowman.com,Grenada,REST001,D20250823,CH3,4,766.75,Confirmada
R1489,C1008,Jessica Thomas,jfarrell@gmail.com,Guinea,REST004,D20250818,CH3,5,0.0,Cancelada
R0184,C1286,Felicia Waters,kimberly96@gmail.com,Thailand,REST003,D20250815,CH1,2,187.66,Confirmada
R1135,C1648,Julie Nelson,whitematthew@rogers-pope.com,Uruguay,REST003,D20250826,CH1,5,0.0,Cancelada
R0189,C1405,Amanda Gould,iadams@gmail.com,Antigua and Barbuda,REST003,D20250814,CH2,2,574.29,Confirmada
R0421,C1794,Deanna Olson,jonesleroy@alvarez.com,Saint Helena,REST002,D20250814,CH2,2,130.85,Confirmada
R0171,C1390,Joseph Kelley,patricia47@key.biz,Finland,REST004,D20250817,CH1,4,0.0,Cancelada
R1378,C1278,Amanda Mcdaniel,kschaefer@hotmail.com,France,REST001,D20250825,CH2,1,73.63,Confirmada
R0461,C1342,Krystal Reyes,stephanie09@jacobs.net,Micronesia,REST004,D20250822,CH2,5,990.96,Confirmada
R0044,C1391,Nicholas Martin,marisaellis@gmail.com,Comoros,REST001,D20250816,CH2,5,613.06,Confirmada
R0088,C1125,Jacqueline Johnston,xbrock@adams.com,Benin,REST002,D20250812,CH3,3,337.41,Confirmada
R1323,C1201,Todd Ware,casey67@hamilton.com,Eritrea,REST002,D20250813,CH2,4,92.33,Confirmada
R1741,C1380,Timothy Obrien,andrewcastillo@hotmail.com,Ethiopia,REST003,D20250827,CH2,5,891.78,Confirmada
R0706,C1844,Bradley Gonzalez,kdodson@patterson.biz,Azerbaijan,REST001,D20250825,CH1,4,665.49,Confirmada
R0904,C1491,Kristina Ramos,gilbertwendy@yahoo.com,Korea,REST004,D20250812,CH1,4,0.0,Cancelada
R0283,C1007,Joshua Marks,kelseyflores@frazier.com,Saint Kitts and Nevis,REST004,D20250827,CH2,2,0.0,Cancelada
R2459,C1812,Mark Mccoy,jacob40@lewis.org,Burkina Faso,REST003,D20250819,CH2,3,0.0,No Show
R0694,C1944,David Hansen,christinefowler@pratt.com,Holy See (Vatican City State),REST004,D20250826,CH3,5,0.0,No Show
R2090,C1243,Mr. Michael West,john97@gmail.com,Netherlands Antilles,REST002,D20250818,CH2,5,1055.49,Confirmada
R2067,C1224,Patricia Allen,patrick53@gmail.com,Guernsey,REST003,D20250810,CH1,1,0.0,Cancelada
R0258,C1894,April Rivera,dennis85@tyler.org,Uruguay,REST004,D20250812,CH2,2,0.0,Cancelada
R2645,C1142,Teresa Smith MD,sandersscott@hotmail.com,Haiti,REST002,D20250819,CH3,5,0.0,Cancelada
R2595,C1243,Mr. Michael West,john97@gmail.com,Netherlands Antilles,REST001,D20250824,CH2,1,0.0,Cancelada
R2443,C1480,Elizabeth Barr,amy78@wood.com,Ethiopia,REST001,D20250820,CH1,3,431.55,Confirmada
R2884,C1847,Anthony Nguyen,orrapril@carr.biz,Congo,REST003,D20250813,CH2,2,121.7,Confirmada
R1217,C1848,Mr. Jackson Moore,miranda45@johnson-deleon.info,Saint Kitts and Nevis,REST004,D20250816,CH1,2,372.36,Confirmada
R1042,C1444,James Nielsen,gguerrero@mitchell.com,Kenya,REST001,D20250817,CH1,2,301.92,Confirmada
R2454,C1129,Brandi Cummings,bbennett@williams-pearson.com,Syrian Arab Republic,REST003,D20250813,CH3,2,254.81,Confirmada
R0150,C1950,Jennifer Gomez,emilyhernandez@anderson-bowman.com,Grenada,REST001,D20250810,CH2,1,89.58,Confirmada
R1737,C1785,Jason Lewis,thomas22@holmes-nelson.com,Albania,REST004,D20250819,CH2,5,0.0,No Show
R2359,C1580,Cynthia Berry,johnsonbrent@hotmail.com,South Africa,REST001,D20250822,CH1,2,0.0,Cancelada
R2393,C1509,William Morris,davidsnyder@brown-small.biz,Guinea-Bissau,REST004,D20250825,CH1,2,532.47,Confirmada
R2442,C1108,Joshua Adams,christopherjohnson@hotmail.com,Guyana,REST002,D20250814,CH1,5,0.0,No Show
R2113,C1564,Anthony Harmon,brooke66@johnson-chen.com,Guinea,REST001,D20250826,CH1,2,460.29,Confirmada
R2418,C1331,Derek Kramer,raymondjackson@butler.com,French Polynesia,REST003,D20250814,CH2,1,140.66,Confirmada
R0135,C1325,Dr. Anthony Mccoy,anneashley@arnold.com,Aruba,REST002,D20250813,CH3,5,0.0,Cancelada
R2931,C1357,Michelle Mcgee,bauerfelicia@yahoo.com,Japan,REST004,D20250821,CH2,2,44.33,Confirmada
R0832,C1045,Sarah English DDS,lisa23@wilson.com,Guernsey,REST002,D20250825,CH2,4,1100.7,Confirmada
R1801,C1092,Travis Crawford,kristen43@morrison.biz,Trinidad and Tobago,REST003,D20250819,CH2,1,0.0,No Show
R2930,C1925,Cynthia Williams,marcia30@hotmail.com,Western Sahara,REST002,D20250825,CH1,4,1083.23,Confirmada
R2989,C1898,Deborah Sandoval,acole@flores.biz,Jamaica,REST002,D20250822,CH3,5,0.0,Cancelada
R1899,C1391,Nicholas Martin,marisaellis@gmail.com,Comoros,REST001,D20250821,CH1,5,502.26,Confirmada
R0865,C1493,Linda Brown,qjohnson@arnold-wilson.com,Switzerland,REST004,D20250825,CH1,1,0.0,Cancelada
R0529,C1148,Patrick Reeves,asoto@cantrell-montoya.info,Albania,REST004,D20250817,CH2,3,601.66,Confirmada
R2220,C1231,Amy Pacheco,rlane@chang.com,Western Sahara,REST003,D20250820,CH2,3,327.07,Confirmada
R0431,C1805,Timothy Anderson,fryeleslie@rose.com,Monaco,REST004,D20250824,CH3,3,490.63,Confirmada
R2744,C1786,Adrian Nelson,bethjones@hotmail.com,El Salvador,REST001,D20250818,CH3,5,1384.05,Confirmada
R1745,C1319,Stephen Wood,ecampbell@shah.biz,Northern Mariana Islands,REST004,D20250813,CH2,4,527.25,Confirmada
R0611,C1024,Blake Herrera,dickersonsarah@gmail.com,Czech Republic,REST001,D20250822,CH3,4,0.0,Cancelada
R0950,C1547,Joseph Jones,rarellano@williams.org,Montserrat,REST003,D20250822,CH3,2,0.0,Cancelada
R2812,C1967,Donald Hicks,burgesstimothy@yahoo.com,Djibouti,REST004,D20250819,CH2,5,304.22,Confirmada
R0222,C1972,Brittany Lawson,angela81@foster.com,Egypt,REST002,D20250826,CH1,4,1081.82,Confirmada
R1916,C1529,Nicole Gray,ellisaimee@yahoo.com,Costa Rica,REST004,D20250825,CH2,5,0.0,Cancelada
R2412,C1816,Brian Morris,raykaren@yahoo.com,Central African Republic,REST001,D20250817,CH2,2,0.0,Cancelada
R1037,C1364,Steven Jackson,jayirwin@hotmail.com,Singapore,REST002,D20250821,CH2,4,953.65,Confirmada
R2646,C1027,Kara Mcknight,bradley67@gmail.com,Cuba,REST002,D20250816,CH1,4,0.0,Cancelada
R0933,C1425,John Moore,manuel25@tate-jones.com,San Marino,REST002,D20250826,CH1,1,209.16,Confirmada
R2556,C1962,David Shaw,bgrant@hotmail.com,Antarctica (the territory South of 60 deg S),REST004,D20250820,CH2,2,0.0,Cancelada
R0174,C1499,Tina Hill,zgonzales@fitzpatrick-caldwell.info,Djibouti,REST004,D20250814,CH2,3,0.0,No Show
R0566,C1040,Ryan Mason,wileymolly@smith.com,San Marino,REST004,D20250818,CH3,2,0.0,Cancelada
R1961,C1836,Theresa Phillips,clinton01@jacobs-moss.info,Turkey,REST002,D20250827,CH3,2,0.0,Cancelada
R0813,C1709,Jason Mckay,briannamunoz@taylor-massey.com,Marshall Islands,REST004,D20250821,CH1,3,73.64,Confirmada
R2688,C1770,Heather Johnson,dawn63@wells.com,British Virgin Islands,REST001,D20250823,CH1,5,136.35,Confirmada
R0959,C1992,Denise Fisher,benjamingolden@hotmail.com,France,REST003,D20250820,CH1,4,852.85,Confirmada
R0528,C1775,Kevin Lewis,tannerbruce@molina.biz,Niger,REST004,D20250816,CH1,5,652.63,Confirmada
R1414,C1519,Martha Hernandez,julie95@yahoo.com,Solomon Islands,REST003,D20250815,CH1,5,0.0,Cancelada
R1612,C1524,Caitlyn Adkins,njohnson@fernandez-macias.com,Fiji,REST003,D20250819,CH3,1,0.0,No Show
R0273,C1629,Angela Jones,stacey90@burton.com,Georgia,REST001,D20250823,CH3,3,0.0,Cancelada
R0927,C1833,Tony Rangel,annettelee@yahoo.com,Bouvet Island (Bouvetoya),REST001,D20250818,CH1,5,0.0,Cancelada
R1740,C1885,Debra Thomas,juliesmith@hotmail.com,Ethiopia,REST003,D20250823,CH2,2,0.0,Cancelada
R0848,C1100,Lynn Smith,mary60@garcia.net,Ukraine,REST002,D20250827,CH2,4,534.07,Confirmada
R0953,C1514,Phillip Anderson,codywilson@gmail.com,Mozambique,REST001,D20250827,CH1,1,0.0,No Show
R1621,C1733,Kimberly Wilcox,chill@hotmail.com,Svalbard & Jan Mayen Islands,REST004,D20250827,CH3,4,0.0,Cancelada
R3000,C1353,Richard Jones,kevin82@yahoo.com,Micronesia,REST001,D20250824,CH1,5,0.0,No Show
R2316,C1955,Danielle Hayes,sarastanley@rogers.com,Malaysia,REST001,D20250825,CH1,4,0.0,Cancelada
R1913,C1284,Lori Dalton,wmiller@smith-johnson.org,Brazil,REST001,D20250819,CH3,4,0.0,Cancelada
R2594,C1494,Michael Palmer,amandahall@stewart.com,Western Sahara,REST003,D20250821,CH2,3,366.92,Confirmada
R2032,C1933,Anna Williams,staceybaker@yahoo.com,Cyprus,REST002,D20250818,CH2,4,1041.87,Confirmada
R1101,C1508,Jasmin Scott,gregoryjoshua@gmail.com,Qatar,REST002,D20250819,CH3,3,113.96,Confirmada
R1293,C1386,James Hood,kelsey38@russell-vargas.com,Palau,REST004,D20250810,CH1,4,0.0,No Show
R2876,C1859,Tony Glenn,stephanie93@collins-ward.com,Tuvalu,REST001,D20250824,CH1,1,0.0,Cancelada
R0169,C1946,Andrea Bailey,mcdowellchristine@morris.info,Brazil,REST002,D20250813,CH2,4,636.65,Confirmada
R2377,C1849,Jeffery Moore,matthew63@jones.com,Samoa,REST003,D20250814,CH1,2,0.0,Cancelada
R1468,C1796,Trevor Phillips,xperez@gmail.com,Tuvalu,REST001,D20250814,CH3,3,340.68,Confirmada
R2767,C1210,Stephen Jones,jasonmiller@meadows.net,Saint Lucia,REST001,D20250827,CH3,4,215.23,Confirmada
R1399,C1790,Craig Martinez,mbrown@gmail.com,Algeria,REST001,D20250822,CH3,2,0.0,Cancelada
R1229,C1303,Kimberly Mckee,jodi59@gmail.com,Iraq,REST002,D20250827,CH2,3,0.0,Cancelada
R2235,C1240,Sally Carter,bmcintosh@gmail.com,Estonia,REST003,D20250817,CH3,1,91.09,Confirmada
R1739,C1744,Matthew Hall,joseph20@sims-harrison.com,Romania,REST002,D20250816,CH3,5,904.01,Confirmada
R0368,C1087,Michael Salazar,jacob53@yahoo.com,Malawi,REST004,D20250821,CH3,2,323.28,Confirmada
R2276,C1350,Theodore Bradford,martinnathaniel@hotmail.com,Guadeloupe,REST003,D20250814,CH2,2,0.0,Cancelada
R0868,C1322,Nicholas Maldonado,johnsondaniel@hotmail.com,Qatar,REST001,D20250817,CH1,4,190.24,Confirmada
R1303,C1424,Jacob Fischer,lindsey10@mckay.net,Uzbekistan,REST003,D20250818,CH3,1,0.0,No Show
R0352,C1466,Alexander Mcmahon,garciadustin@zimmerman.com,Indonesia,REST001,D20250814,CH3,1,165.15,Confirmada
R2395,C1725,Michael Robertson,ramirezsteven@gmail.com,Malta,REST004,D20250814,CH3,4,0.0,Cancelada
R2504,C1892,Justin Day,drew70@avery.info,Sierra Leone,REST001,D20250810,CH3,3,549.49,Confirmada
R0980,C1237,Jessica Smith,patricia68@stein-fleming.biz,Syrian Arab Republic,REST002,D20250815,CH3,2,0.0,No Show
R1848,C1662,Cynthia King,leonard28@burns-mcdaniel.com,Kenya,REST001,D20250825,CH2,3,168.39,Confirmada
R2371,C1902,Mario Holland,markstokes@shaw.com,Brunei Darussalam,REST002,D20250810,CH3,4,708.91,Confirmada
R0499,C1286,Felicia Waters,kimberly96@gmail.com,Thailand,REST003,D20250825,CH3,5,977.23,Confirmada
R1629,C1599,Kimberly Lee,butlerchristina@clayton.com,Cote d'Ivoire,REST003,D20250814,CH1,2,479.34,Confirmada
R0211,C1938,Diana Anderson,richard48@yahoo.com,Heard Island and McDonald Islands,REST003,D20250815,CH2,5,0.0,Cancelada
R2471,C1397,Tina Graham,thomasricardo@hotmail.com,Burundi,REST002,D20250814,CH1,5,1198.0,Confirmada
R0602,C1217,Mr. Jason Mitchell,gardnerrobert@edwards-shaw.info,Antigua and Barbuda,REST003,D20250819,CH2,1,0.0,No Show
R0228,C1926,David Kramer,gayjohn@yahoo.com,French Polynesia,REST002,D20250827,CH3,5,0.0,Cancelada
R0366,C1661,Nicole Jones,roblesthomas@hotmail.com,Eritrea,REST002,D20250820,CH2,4,438.47,Confirmada
R0582,C1520,David Spears,mcconnellcarolyn@yahoo.com,Denmark,REST002,D20250826,CH3,2,0.0,Cancelada
R2856,C1373,Randall Franco,catherine28@wilson-carter.com,Azerbaijan,REST004,D20250812,CH3,4,635.55,Confirmada
R2179,C1695,Steven Reid,scottscott@schwartz-phillips.org,Tuvalu,REST003,D20250818,CH3,4,574.87,Confirmada
R2019,C1793,Jacob Stanley,joshuamorrison@gmail.com,Northern Mariana Islands,REST003,D20250826,CH1,2,556.45,Confirmada
R0860,C1121,Christopher Davenport,jjohnson@chavez.info,El Salvador,REST002,D20250824,CH1,5,635.9,Confirmada
R0408,C1242,Lynn Solomon,joshuaperez@gmail.com,Lao People's Democratic Republic,REST004,D20250826,CH2,4,1175.43,Confirmada
R1921,C1008,Jessica Thomas,jfarrell@gmail.com,Guinea,REST002,D20250818,CH3,2,79.14,Confirmada
R1614,C1011,Dawn Mathis,brenda14@yahoo.com,France,REST002,D20250826,CH3,5,0.0,Cancelada
R0679,C1382,Courtney Miller,joshuamorales@clark.com,Timor-Leste,REST003,D20250820,CH1,4,0.0,No Show
R1265,C1915,Sarah Miller,drew94@hotmail.com,Turks and Caicos Islands,REST002,D20250814,CH1,4,772.01,Confirmada
R2408,C1194,Dawn Shaw,krystalschmidt@yahoo.com,Cote d'Ivoire,REST001,D20250810,CH3,1,237.29,Confirmada
R0692,C1211,Megan Miller,tmeadows@gmail.com,Indonesia,REST003,D20250814,CH1,1,0.0,No Show
R0008,C1091,Samantha Carter DVM,clairegoodwin@yahoo.com,Norfolk Island,REST002,D20250824,CH2,1,84.65,Confirmada
R2868,C1133,Tiffany Williams,migueljohnson@woodward-jordan.org,Syrian Arab Republic,REST003,D20250827,CH2,2,0.0,Cancelada
R1205,C1495,James Smith,pmiller@gonzalez.com,Kyrgyz Republic,REST003,D20250816,CH3,3,0.0,Cancelada
R2234,C1789,Crystal Black,laurenmiller@yahoo.com,Singapore,REST002,D20250812,CH2,2,464.74,Confirmada
R0416,C1385,Shane Roberts,adriana13@villarreal-berry.biz,Azerbaijan,REST002,D20250816,CH2,2,352.38,Confirmada
R0671,C1913,Michael Holt,patrickwong@wolf.com,Ireland,REST003,D20250811,CH3,5,1033.48,Confirmada
R0811,C1728,Daniel Anderson,feliciasmith@vargas.com,Slovakia (Slovak Republic),REST002,D20250810,CH2,5,0.0,No Show
R1090,C1477,Thomas Scott,davidmcgee@cole.biz,Azerbaijan,REST003,D20250819,CH1,2,85.61,Confirmada
R0200,C1593,Anthony Duncan,omartinez@marks.com,Bhutan,REST004,D20250816,CH2,3,0.0,No Show
R0284,C1085,James Rhodes,barneskelsey@yahoo.com,Cape Verde,REST001,D20250824,CH1,5,1315.4,Confirmada
R0232,C1988,Shannon Sparks,michaellawson@hotmail.com,Kenya,REST004,D20250813,CH2,4,1123.87,Confirmada
R2731,C1211,Megan Miller,tmeadows@gmail.com,Indonesia,REST002,D20250823,CH2,4,123.22,Confirmada
R2862,C1885,Debra Thomas,juliesmith@hotmail.com,Ethiopia,REST001,D20250825,CH3,4,535.94,Confirmada
R0097,C1040,Ryan Mason,wileymolly@smith.com,San Marino,REST002,D20250813,CH2,4,167.06,Confirmada
R1588,C1264,Mr. Brandon White,jennifer72@price.com,Anguilla,REST002,D20250827,CH1,1,59.72,Confirmada
R2570,C1839,Glen Reid,pamela28@hotmail.com,Kazakhstan,REST004,D20250816,CH1,2,427.92,Confirmada
R1607,C1686,Pamela Brown,kelly57@walker-berg.com,Tunisia,REST001,D20250820,CH1,3,107.38,Confirmada
R0677,C1927,Megan Holmes,neiljohnson@hotmail.com,Myanmar,REST004,D20250824,CH2,1,0.0,Cancelada
R1861,C1960,Eddie Coleman,ashleybell@thompson.com,Afghanistan,REST001,D20250813,CH3,2,51.02,Confirmada
R2782,C1919,Sara Morrison,huberjames@hotmail.com,Saint Barthelemy,REST004,D20250818,CH3,3,0.0,Cancelada
R2864,C1488,Michael Hernandez,nicolasbaker@gmail.com,Botswana,REST002,D20250817,CH1,2,420.69,Confirmada
R2588,C1364,Steven Jackson,jayirwin@hotmail.com,Singapore,REST004,D20250824,CH1,3,327.79,Confirmada
R1400,C1527,Kathleen Miller,jessecruz@yahoo.com,Mauritius,REST001,D20250826,CH2,3,464.88,Confirmada
R1371,C1734,Rebecca Wright,carla97@cox.biz,Dominica,REST004,D20250811,CH2,1,142.09,Confirmada
R0105,C1713,Natasha Hammond,cortezjoseph@allen-jackson.com,Sao Tome and Principe,REST002,D20250819,CH3,5,1116.57,Confirmada
R2088,C1089,Brian Parsons,anthony27@chaney.com,France,REST004,D20250817,CH2,1,21.82,Confirmada
R0600,C1390,Joseph Kelley,patricia47@key.biz,Finland,REST003,D20250824,CH1,5,0.0,Cancelada
R1757,C1342,Krystal Reyes,stephanie09@jacobs.net,Micronesia,REST004,D20250811,CH2,4,526.39,Confirmada
R1324,C1855,Jon Hubbard,vfernandez@newman.org,Venezuela,REST001,D20250811,CH1,1,268.79,Confirmada
R0643,C1498,Derek Flores,pwilkinson@gmail.com,Niger,REST002,D20250822,CH3,2,320.06,Confirmada
R0701,C1127,Jennifer Callahan,gregory53@dean.biz,Equatorial Guinea,REST004,D20250823,CH2,5,1192.78,Confirmada
R0227,C1825,Eric Chan,heatherrandall@landry-rangel.com,Norway,REST004,D20250819,CH3,5,0.0,Cancelada
R1698,C1332,Dana Crane,dianatucker@yahoo.com,Nicaragua,REST003,D20250814,CH3,2,0.0,Cancelada
R1011,C1782,Angel Reid,lorihenry@brock.com,India,REST003,D20250814,CH2,4,0.0,Cancelada
R1573,C1504,Cynthia Wilson,freemanmichael@rowe.com,Azerbaijan,REST004,D20250823,CH1,2,62.24,Confirmada
R0777,C1374,Zachary Trujillo,kennethmiller@smith.org,Spain,REST001,D20250818,CH2,2,260.14,Confirmada
R1731,C1878,Bryan Strong,wolfesarah@gmail.com,Benin,REST003,D20250813,CH2,4,874.43,Confirmada
R2827,C1390,Joseph Kelley,patricia47@key.biz,Finland,REST003,D20250820,CH3,5,1261.33,Confirmada
R2229,C1350,Theodore Bradford,martinnathaniel@hotmail.com,Guadeloupe,REST001,D20250825,CH2,2,139.81,Confirmada
R2795,C1508,Jasmin Scott,gregoryjoshua@gmail.com,Qatar,REST003,D20250826,CH2,3,269.91,Confirmada
R0465,C1842,Janice Dodson,shannon77@gmail.com,Saint Martin,REST002,D20250822,CH3,5,606.69,Confirmada
R2652,C1175,Chase Miller,randallwilcox@gmail.com,Suriname,REST002,D20250810,CH3,3,138.73,Confirmada
R1094,C1186,Kelly Woods,brandy96@brewer.com,Georgia,REST003,D20250815,CH2,2,0.0,Cancelada
R1272,C1995,William Harvey,henryamy@griffin-price.net,Heard Island and McDonald Islands,REST003,D20250814,CH2,3,605.96,Confirmada
R2924,C1657,Lauren Gonzalez,cdouglas@yahoo.com,Macao,REST004,D20250812,CH2,5,1066.3,Confirmada
R1581,C1830,Kimberly Francis,jerome91@gmail.com,Comoros,REST001,D20250821,CH3,1,217.65,Confirmada
R1208,C1882,Angela Stewart,casey86@jones.info,France,REST004,D20250820,CH2,2,515.7,Confirmada
R0213,C1309,Karen Wright,johnhernandez@hicks.com,Bermuda,REST004,D20250822,CH3,4,0.0,Cancelada
R0013,C1187,Corey Pena,yjennings@yahoo.com,Congo,REST002,D20250822,CH3,5,1451.36,Confirmada
R2973,C1604,Andrew Huang,qfields@gamble.org,Saint Martin,REST003,D20250814,CH2,2,503.22,Confirmada
R0423,C1371,Joseph Lawrence,smithanna@higgins-short.com,Ethiopia,REST003,D20250815,CH1,4,0.0,Cancelada
R1689,C1762,Tina Williams,andrewschloe@gmail.com,United States Minor Outlying Islands,REST002,D20250820,CH3,5,0.0,Cancelada
R1780,C1958,Stacey Francis,cobbtyler@yahoo.com,Bermuda,REST003,D20250825,CH3,5,0.0,Cancelada
R2640,C1836,Theresa Phillips,clinton01@jacobs-moss.info,Turkey,REST002,D20250811,CH1,3,299.42,Confirmada
R2320,C1574,Charles Moore,kcarlson@hotmail.com,Nepal,REST004,D20250813,CH2,5,0.0,No Show
R0638,C1449,Bianca Wise,dfisher@ferguson.net,Thailand,REST004,D20250814,CH3,5,102.79,Confirmada
R1279,C1228,Judy Arias,gsantos@woods.com,Mauritius,REST004,D20250816,CH1,5,0.0,Cancelada
R1641,C1682,Amy Pitts,codynash@johnson.net,Eritrea,REST002,D20250818,CH3,2,504.82,Confirmada
R0510,C1183,Dawn Atkins,rowetonya@mathis-lucas.org,Equatorial Guinea,REST004,D20250824,CH2,2,0.0,Cancelada
R0598,C1068,Toni Short,merrittryan@gmail.com,Niue,REST001,D20250810,CH2,1,265.84,Confirmada
R2713,C1373,Randall Franco,catherine28@wilson-carter.com,Azerbaijan,REST003,D20250823,CH3,4,374.01,Confirmada
R2635,C1841,Laura James,barnessusan@johnson-velazquez.net,Croatia,REST002,D20250826,CH1,4,277.81,Confirmada
R2365,C1095,Jason Moore,ecalderon@yahoo.com,Estonia,REST003,D20250811,CH2,3,774.92,Confirmada
R2644,C1644,Karen Sherman,kristen49@hotmail.com,Suriname,REST002,D20250815,CH2,1,224.26,Confirmada
R0519,C1427,Randy Duffy,anthonyhale@robles.com,Croatia,REST001,D20250813,CH1,3,767.88,Confirmada
R2794,C1941,Brandon Mitchell,benjamin01@cooper-ford.com,Saint Helena,REST003,D20250824,CH2,1,0.0,Cancelada
R0574,C1278,Amanda Mcdaniel,kschaefer@hotmail.com,France,REST002,D20250822,CH1,1,99.09,Confirmada
R2726,C1246,Jonathan Jones,kvilla@arias.com,Turkey,REST003,D20250817,CH1,2,0.0,Cancelada
R1098,C1550,Sarah Tucker,andrew86@gmail.com,Heard Island and McDonald Islands,REST001,D20250815,CH2,2,164.89,Confirmada
R1948,C1360,Adriana Johnson,tiffanymason@martinez-christensen.com,Gibraltar,REST004,D20250822,CH1,2,163.34,Confirmada
R1449,C1617,Deborah Jordan,angie04@ruiz.com,Honduras,REST001,D20250821,CH3,5,1071.7,Confirmada
R1585,C1339,Jenna Brooks,toddsimmons@gmail.com,Zambia,REST002,D20250811,CH3,1,0.0,Cancelada
R2597,C1274,Brooke Johnson,colebrown@gmail.com,Maldives,REST004,D20250820,CH2,1,84.88,Confirmada
R0965,C1734,Rebecca Wright,carla97@cox.biz,Dominica,REST001,D20250813,CH2,1,232.75,Confirmada
R1019,C1196,Francis Lopez,smithjonathan@cruz.net,Montserrat,REST001,D20250811,CH2,4,1009.11,Confirmada
R2909,C1570,Zachary Brown,steven90@hotmail.com,Taiwan,REST001,D20250818,CH2,3,0.0,No Show
R0359,C1118,Jermaine Williams,perezjennifer@clarke.com,Qatar,REST002,D20250827,CH1,1,0.0,No Show
R0737,C1009,Gilbert Bates,ryan82@blanchard-holt.com,Comoros,REST001,D20250812,CH2,4,0.0,Cancelada
R1785,C1639,Thomas Clay,christophersanchez@gmail.com,Pakistan,REST002,D20250827,CH1,4,765.62,Confirmada
R1609,C1315,Melinda Cruz,bcameron@yahoo.com,Ireland,REST001,D20250815,CH1,5,610.75,Confirmada
R0260,C1121,Christopher Davenport,jjohnson@chavez.info,El Salvador,REST002,D20250823,CH3,4,1056.4,Confirmada
R2772,C1342,Krystal Reyes,stephanie09@jacobs.net,Micronesia,REST002,D20250814,CH2,3,0.0,Cancelada
R2643,C1090,Jennifer Young,mariagreer@carter.net,Liechtenstein,REST004,D20250817,CH1,5,1443.9,Confirmada
R2743,C1234,Alexander Johnson,ryanjack@dorsey-daniel.com,Trinidad and Tobago,REST001,D20250810,CH3,2,543.27,Confirmada
R2384,C1692,Beth Benson,jennyfischer@gmail.com,Sierra Leone,REST003,D20250811,CH2,3,0.0,No Show
R1030,C1560,Patricia Pierce,stewartdanielle@strong-martin.biz,Brazil,REST001,D20250817,CH3,1,91.8,Confirmada
R2409,C1943,Megan Webb,alexander96@hotmail.com,Solomon Islands,REST001,D20250823,CH3,5,1216.48,Confirmada
R0970,C1884,Nicholas Ross,maryvazquez@anderson-ortega.com,Tanzania,REST003,D20250816,CH1,2,484.6,Confirmada
R2991,C1194,Dawn Shaw,krystalschmidt@yahoo.com,Cote d'Ivoire,REST001,D20250821,CH1,1,0.0,No Show
R0820,C1934,Michele Greer,brandonrogers@hotmail.com,Cook Islands,REST003,D20250824,CH1,4,170.76,Confirmada
R2717,C1283,Jennifer Cook,eddie30@hotmail.com,Sao Tome and Principe,REST002,D20250813,CH3,1,91.19,Confirmada
R2326,C1529,Nicole Gray,ellisaimee@yahoo.com,Costa Rica,REST002,D20250822,CH2,5,0.0,Cancelada
R0457,C1182,Mrs. Marissa White PhD,chad25@russell-webb.info,Isle of Man,REST004,D20250818,CH1,3,0.0,Cancelada
R0463,C1411,John Sanders,tinajacobs@yahoo.com,Rwanda,REST002,D20250817,CH1,4,215.55,Confirmada
R2345,C1041,Raymond Bailey,clarkanthony@hotmail.com,Australia,REST001,D20250822,CH2,3,725.47,Confirmada
R2689,C1155,Danny Washington,ahenderson@yahoo.com,Guinea-Bissau,REST001,D20250822,CH2,4,223.97,Confirmada
R0382,C1816,Brian Morris,raykaren@yahoo.com,Central African Republic,REST003,D20250823,CH3,4,0.0,Cancelada
R1892,C1061,Sabrina Johnson,brentball@hotmail.com,Burundi,REST003,D20250815,CH1,2,0.0,Cancelada
R1833,C1898,Deborah Sandoval,acole@flores.biz,Jamaica,REST003,D20250826,CH2,2,0.0,No Show
R2309,C1387,Sean Henderson,bryanrichardson@hotmail.com,Algeria,REST002,D20250810,CH3,1,260.24,Confirmada
R1507,C1206,James Aguilar,seanrodgers@thomas.com,Korea,REST001,D20250822,CH2,2,0.0,Cancelada
R0806,C1787,Nathan Aguirre,tweaver@richards.com,Oman,REST002,D20250816,CH1,2,184.81,Confirmada
R2439,C1402,Daniel Fletcher,joshua71@jackson-jones.biz,Pakistan,REST004,D20250820,CH3,4,725.75,Confirmada
R0757,C1570,Zachary Brown,steven90@hotmail.com,Taiwan,REST002,D20250827,CH3,5,449.68,Confirmada
R2516,C1856,Angel Cook,thompsonbrent@mullins.com,India,REST001,D20250810,CH3,3,425.39,Confirmada
R1254,C1620,Katelyn Reed,angelarichardson@goodman.com,Andorra,REST001,D20250814,CH3,3,663.21,Confirmada
R0870,C1174,Brian Jimenez,coreyhenry@hotmail.com,Syrian Arab Republic,REST003,D20250821,CH2,2,102.92,Confirmada
R2065,C1488,Michael Hernandez,nicolasbaker@gmail.com,Botswana,REST003,D20250824,CH3,1,38.46,Confirmada
R1411,C1408,Lance Price,kingjesse@rich.com,Algeria,REST004,D20250812,CH1,5,779.7,Confirmada
R2361,C1129,Brandi Cummings,bbennett@williams-pearson.com,Syrian Arab Republic,REST003,D20250823,CH1,3,0.0,No Show
R2288,C1378,Jamie Martinez,harringtonshirley@martin.com,Norway,REST003,D20250819,CH3,2,49.26,Confirmada
